First Name,Surname,country,age,OVR,Bat OVR,IQ,Technique,Power,Running,Bowl OVR,WicketTaking,Econ,Accuracy,Cltch
Ammad,Uddin,Bahrain,46,46,46,39,49,52,29,29,25,30,33,34
Keagan,Tillett,Belize,21,46,24,27,21,22,29,45,54,40,37,42
Boemo,Khumalo,Botswana,20,46,16,19,13,16,27,46,43,51,39,45
Tharindu,Perera,Botswana,22,46,46,51,45,43,33,33,30,34,37,37
Dipita,Loic,Cameroon,23,46,26,27,24,27,30,46,43,53,39,39
Sohail,Ahmad,Croatia,36,46,27,31,30,19,45,45,49,45,36,43
Rohullah,Mangal,France,18,46,21,24,19,17,44,46,46,47,39,48
Amarpreet,Mehmi,Greece,31,46,33,36,31,30,47,46,44,49,40,45
Akash,Singh,India,20,46,17,12,17,22,19,45,43,50,38,43
Arpit,Pannu,India,26,46,18,12,17,21,27,46,43,53,39,41
Baba,Indrajith,India,28,46,46,52,49,37,50,24,26,15,32,37
Saurav,Chauhan,India,22,46,45,50,47,38,50,35,28,40,37,37
Amlanjyoti,Das,India,20,46,29,38,26,23,36,46,42,51,41,47
Ishaan,Gadekar,India,24,46,46,38,45,57,27,24,27,15,33,37
Chinta,Gandhi,India,27,46,30,36,34,20,48,46,43,51,39,45
Deepraj,Gaonkar,India,24,46,43,43,44,41,47,44,41,47,42,42
Nikhil,Kohli,India,25,46,13,17,9,14,16,46,45,49,39,46
Amit,Kuila,India,27,46,17,12,17,21,22,46,47,46,37,45
G,Lalbiakvela,India,34,46,18,20,15,18,13,46,43,48,43,49
Abdul Hadi,,India,25,46,36,51,32,26,35,45,47,46,38,37
Homendro,Kabrambam,India,29,46,30,32,26,32,25,46,42,49,42,48
Nitish,Kumar Reddy,India,19,46,45,50,45,40,48,32,30,30,35,40
Ansh,Patel,India,20,46,44,27,51,53,50,43,39,48,38,42
Karan,Patel,India,27,46,38,35,37,41,45,45,44,49,39,42
Remruatdika,Ralte,India,23,46,18,12,17,22,30,46,42,51,39,46
Hrithik,Shokeen,India,21,46,39,46,41,33,36,45,41,49,39,45
Myendung,Singpho,India,25,46,22,28,20,16,33,46,46,47,39,48
Ahitesh,Varma,India,23,46,17,12,17,22,20,46,43,51,38,42
Akshay,Wadkar,India,28,46,46,55,50,35,46,24,26,15,32,37
Siddhesh,Wath,India,25,46,46,44,47,48,40,24,27,15,33,37
Jonathan,Garth,Ireland,21,46,37,38,37,37,38,45,42,50,40,43
Eugene,Ochieng,Kenya,29,46,34,30,31,40,30,46,43,50,41,45
Nawaf,Ahmed,Kuwait,30,46,24,28,25,18,40,46,43,50,39,47
Yahya,Jakda,Lesotho,23,46,37,25,32,52,32,45,43,48,40,47
Omar,Hussain,Lesotho,27,46,36,36,35,36,36,45,47,46,38,43
Sarfaraj,Patel,Lesotho,39,46,28,34,28,20,37,46,47,48,37,44
Anshuman,Bhadauria,Luxembourg,35,46,46,44,50,44,46,23,26,15,32,36
Girish,Venkateswaran,Luxembourg,31,46,45,48,47,42,34,40,41,40,37,36
Gift,Kansonkho,Malawi,31,46,40,44,41,36,40,44,46,45,38,37
Ashok,Bishnoi,Malta,34,46,19,24,19,16,20,46,46,48,39,47
Jitesh,Patel,Malta,36,46,12,15,8,13,9,46,43,51,38,41
Vieira,Tembo,Mozambique,20,46,46,53,50,35,54,25,28,16,34,39
Muhammad,Faizan,Pakistan,25,46,28,32,25,25,39,46,48,47,39,39
Dineshbhai,Ahir,Panama,41,46,36,29,36,43,23,45,44,50,37,42
Imran,Khan,Portugal,36,46,40,34,40,47,28,44,39,51,39,39
Laurentiu,Gherasim,Romania,19,46,10,12,5,13,16,46,48,47,38,41
Dharmendra,Manani,Romania,40,46,44,48,46,42,32,44,43,47,36,43
Cosmin,Zavoiu,Romania,43,46,26,31,25,21,40,45,52,42,36,39
Rao,Nil,Seychelles,31,46,44,42,47,45,33,43,38,48,38,44
Zahid,Khan,Sierra Leone,23,46,42,37,43,45,49,44,40,50,39,46
Aman,Desai,Singapore,20,46,45,46,48,45,34,25,28,16,34,38
Awais,Ikram,Slovenia,33,46,25,31,27,17,28,46,49,45,36,43
Thomas,Hobson,South Africa,28,46,34,32,35,33,44,45,43,49,39,41
Ludwig,Kaestner,South Africa,22,46,45,56,48,33,49,35,28,41,38,39
Joshua,Richards,South Africa,23,46,46,46,46,45,42,24,27,15,33,37
Juandre,Scheepers,South Africa,22,46,35,43,34,27,43,46,44,50,38,44
Tumelo,Simelane,South Africa,27,46,17,12,17,21,21,46,45,50,38,44
Joshua,Stephenson,South Africa,18,46,25,37,22,16,35,46,47,48,37,44
Poorna,Charuka,Sri Lanka,25,46,38,40,37,38,42,45,47,44,38,46
Malith,de Silva,Sri Lanka,30,46,37,32,33,44,32,45,43,48,39,41
Deshan,Dias,Sri Lanka,30,46,46,57,49,32,56,23,26,15,32,36
Ashan,Fernando,Sri Lanka,22,46,46,52,49,39,43,24,27,15,33,37
Saminda,Fernando,Sri Lanka,26,46,45,46,47,44,46,24,27,15,32,37
Sithara,Hapuhinna,Sri Lanka,22,46,46,40,47,51,45,24,27,15,33,37
Usman,Ishak,Sri Lanka,28,46,30,30,35,21,57,46,52,43,36,44
Malinda,Jayod,Sri Lanka,23,46,42,35,47,43,52,44,46,45,37,39
Thaveesha,Kahaduwaarachchi,Sri Lanka,21,46,46,54,49,37,46,24,27,15,33,37
Vihanga,Kalhara,Sri Lanka,29,46,34,36,37,26,52,45,42,51,39,40
Dilasri,Lokubandara,Sri Lanka,28,46,46,46,49,41,55,24,26,15,32,37
Rashmika,Madushanka,Sri Lanka,20,46,46,49,46,42,55,24,27,15,33,37
Pawan,Pathiraja,Sri Lanka,19,46,46,46,51,40,57,24,27,15,33,37
Dellon,Peiris,Sri Lanka,22,46,38,44,39,33,34,45,44,48,38,41
Nuwan,Priyadarshana,Sri Lanka,29,46,46,43,43,53,24,23,26,15,32,37
Sanjeewan,Priyadharshana,Sri Lanka,23,46,28,27,24,33,23,45,47,45,37,44
Mihiranga,Silva,Sri Lanka,19,46,28,36,30,19,38,46,44,49,38,46
Umar,Nawaz,Sweden,36,46,46,47,45,48,30,23,26,15,32,37
Sorawat,Desungnoen,Thailand,19,46,21,31,16,16,24,46,43,52,40,41
Clive,Madande,Zimbabwe,22,46,46,49,49,39,57,24,27,15,33,37
Asanka,Weligamage,Hungary,38,46,43,38,40,51,32,44,42,46,40,42
Bahir,Shah,Afghanistan,22,45,45,51,47,38,43,24,27,15,33,37
Waheedullah,Shafaq,Afghanistan,25,45,45,47,46,42,48,24,27,15,33,37
Ronan,McDonald,Australia,30,45,17,12,17,21,24,45,49,44,35,45
Peter,Nevill,Australia,36,45,45,46,48,40,53,23,26,15,32,37
Charlie,Wakim,Australia,31,45,45,47,48,41,34,29,28,26,34,37
Jubair,Hossain,Bangladesh,26,45,24,25,23,24,27,45,42,49,41,46
Josh,Baker,England,19,45,24,31,23,17,32,44,41,48,40,47
Luke,Charlesworth,England,19,45,22,28,22,17,30,45,46,46,36,43
Joshua,De Caires,England,20,45,45,45,47,46,31,24,27,15,33,37
Alex,Russell,England,20,45,17,20,13,15,31,45,41,51,38,42
Hevit,Jackson,France,25,45,45,54,48,34,48,25,28,16,34,38
Vaibhav,Bhatt,India,26,45,45,38,42,53,43,24,27,15,32,37
Madhav,Kaushik,India,24,45,45,46,45,46,35,24,27,15,33,37
Parth,Kohli,India,25,45,45,55,47,36,35,24,27,15,33,37
Techi,Neri,India,28,45,31,38,28,28,36,45,39,51,43,45
Akshat,Pandey,India,29,45,41,39,46,37,47,44,42,46,39,47
Pratyush,Singh,India,27,45,35,35,37,35,34,44,42,47,40,44
Rohit,Rayudu,India,28,45,43,44,43,40,50,43,47,42,36,38
Nazeeb,Saiyed,India,26,45,40,44,39,37,44,43,39,49,39,39
Kolla,Sumanth,India,30,45,45,46,48,39,54,23,26,15,32,36
Zeeshan,Khan,Malta,33,45,45,48,47,42,38,24,27,16,34,38
Jose,Joao,Mozambique,18,45,18,12,17,22,27,45,49,42,36,46
Dylan,Leicher,Namibia,18,45,19,22,15,16,35,45,43,49,39,44
Dilip,Nath,Nepal,24,45,45,29,50,55,45,24,27,15,33,38
Mason,Hughes,New Zealand,24,45,45,30,46,58,37,24,27,15,33,37
Ansar,Iqbal,Norway,41,45,44,43,45,44,39,34,28,40,36,37
Faisal,Akram,Pakistan,18,45,24,29,21,24,17,45,39,52,39,42
Miggy,Podosky,Philippines,32,45,38,36,39,39,35,44,38,52,39,39
Anthony,Chambers,Portugal,27,45,45,48,48,42,36,24,27,15,33,38
Sajid,Cheema,Saudi Arabia,42,45,45,43,44,48,36,22,25,14,31,35
Aritra,Dutta,Singapore,30,45,45,43,44,46,46,24,27,16,33,38
Taher,Muhammad,Slovenia,31,45,25,33,25,20,18,45,43,48,38,46
Waqar,Khan,Slovenia,26,45,45,28,45,60,38,24,27,15,33,37
Chad,Classen,South Africa,25,45,21,27,18,16,30,45,39,50,41,48
Isaac,Dikgale,South Africa,27,45,45,49,48,37,51,24,27,15,32,37
Tshepang,Dithole,South Africa,29,45,45,51,48,37,53,23,26,15,32,37
Zakariya,Paruk,South Africa,24,45,35,42,33,31,30,44,39,51,40,42
Shaylen,Pillay,South Africa,28,45,39,40,39,35,48,44,41,48,41,36
Lesego,Senokwane,South Africa,25,45,38,44,40,32,41,44,46,44,39,38
Dilshan,Abeysinghe,Sri Lanka,26,45,26,21,24,29,35,45,44,48,38,42
Aravinda,Akurugoda,Sri Lanka,26,45,42,43,39,44,40,43,39,48,40,40
Sohan,de Livera,Sri Lanka,21,45,45,46,47,41,53,24,27,15,33,37
Sajith,Priyal,Sri Lanka,23,45,45,52,46,39,43,24,27,15,33,37
Sachin,Diwangana,Sri Lanka,25,45,22,30,20,16,33,45,42,49,37,45
Chamara,Fernando,Sri Lanka,34,45,45,48,47,41,51,23,26,15,31,36
Rangika,Gimhan,Sri Lanka,26,45,17,12,17,21,23,45,44,49,36,40
Dilan,Jayalath,Sri Lanka,25,45,45,54,47,37,45,24,27,15,33,37
Ranmith,Jayasena,Sri Lanka,22,45,44,39,45,46,46,40,28,54,41,36
Kevin,Perera,Sri Lanka,22,45,31,36,31,24,45,45,48,46,37,33
Subhanu,Rajapaksa,Sri Lanka,20,45,44,48,55,27,62,37,33,40,36,49
Binuka,Waduge,Sri Lanka,28,45,31,21,31,42,21,45,44,46,37,47
Kalana,Wijesiri,Sri Lanka,21,45,45,43,45,47,48,24,27,15,33,37
Alishan,Sharafu,United Arab Emirates,19,45,45,37,40,54,49,24,27,16,34,38
Mgcini,Dube,Zimbabwe,19,45,28,35,29,19,36,44,40,50,39,47
Trevor,Gwandu,Zimbabwe,24,45,9,11,5,12,7,45,40,52,40,42
Mohammadullah,Hamkar,Afghanistan,20,44,18,12,17,22,29,44,43,48,38,43
Sediqullah,Atal,Afghanistan,20,44,44,44,45,43,48,24,27,15,33,37
Mohammad,Tahir,Afghanistan,24,44,42,43,42,38,52,42,45,42,38,38
Mickey,Edwards,Australia,27,44,19,15,19,21,22,44,43,47,37,44
Imran,Ali,Bahrain,36,44,44,46,42,44,35,24,27,15,32,37
Shahid,Mahmood,Bahrain,32,44,17,12,17,21,12,44,42,47,37,43
Vinoo,Balakrishnan,Botswana,33,44,44,53,42,38,43,24,27,15,33,37
Phemelo,Silas,Botswana,21,44,43,45,43,40,52,29,29,26,35,37
Dimo,Nikolov,Bulgaria,29,44,27,31,24,24,34,44,45,43,40,43
Boro,Jerkovic,Croatia,37,44,31,54,27,17,11,44,48,42,36,42
John,Vujnovich,Croatia,50,44,21,32,19,14,21,44,45,48,34,37
Abhishek,Goswami,India,24,44,44,45,44,42,45,24,27,15,33,37
Himalay,Agarwal,India,28,44,43,46,43,42,40,24,26,15,32,37
Anunay,Singh,India,29,44,17,12,17,21,21,44,45,46,36,42
Himalaya,Barad,India,32,44,44,43,45,45,44,23,26,15,32,36
Saahil,Jain,India,23,44,43,43,45,41,51,24,27,15,33,37
Abhimanyu,Rana,India,30,44,44,43,44,45,42,23,26,15,32,36
Kunal,Saikia,India,34,44,44,35,45,52,37,23,26,15,31,36
Kishan,Thokchom,India,32,44,31,29,31,33,24,43,40,47,39,45
Rakesh,Thakur,India,30,44,44,42,43,46,48,23,26,15,32,36
Parmesh,Vaidik,India,33,44,16,12,16,20,14,44,44,47,36,41
Matthew,Foster,Ireland,22,44,31,25,30,39,27,44,46,42,37,48
Cormac,Hassett,Ireland,26,44,44,47,46,38,50,24,27,15,32,37
Mikey,O'Reilly,Ireland,20,44,15,17,12,15,23,44,44,45,38,48
Nikolai,Smith,Italy,29,44,39,44,37,38,36,43,45,43,38,40
Molai,Matsau,Lesotho,23,44,35,38,37,29,46,44,43,45,38,45
Samir,Patel,Lesotho,34,44,43,46,43,43,26,33,29,35,35,33
Alick,Kansonkho,Malawi,28,44,43,32,43,53,45,24,27,15,33,38
Hassan,Rasheed,Maldives,29,44,44,49,44,40,42,25,28,16,34,39
Ibrahim,Nashath,Maldives,27,44,24,35,20,18,18,44,42,48,41,42
Gopal,Chaturvedi,Malta,38,44,44,41,46,45,38,24,27,15,33,37
Shelton,Nhavotso,Mozambique,19,44,23,31,21,17,39,44,41,48,39,44
Sagar,Dhakal,Nepal,20,44,18,13,18,22,35,44,41,48,38,44
Teja,Nidamanuru,Netherlands,27,44,37,41,36,35,40,43,41,46,39,38
Jake,Gibson,New Zealand,24,44,20,23,18,17,34,44,42,47,38,45
Ashmit,Shreshta,Nigeria,26,44,44,49,43,38,56,25,28,16,34,39
Sandeep,Goud,Oman,30,44,42,45,43,39,48,41,41,43,39,36
Suraj,Kumar,Oman,33,44,44,40,45,46,40,24,27,16,33,38
Ali,Majid,Pakistan,30,44,21,24,20,17,37,44,38,52,39,42
Huzaifa,Mohammed,Philippines,39,44,26,40,24,16,21,44,41,48,37,41
Henry,Tyler,Philippines,30,44,30,36,31,26,20,44,42,47,39,43
Paolo,Buccimazza,Portugal,40,44,22,18,14,34,13,44,42,51,38,35
Zohaib,Sarwar,Portugal,31,44,40,41,37,44,20,42,38,47,38,43
Bosco,Tuyizere,Rwanda,28,44,44,52,46,35,52,24,27,16,34,38
Kerai,Govind,Seychelles,37,44,16,11,15,19,14,44,45,47,35,41
Stephen,Madusanka,Seychelles,39,44,42,50,43,38,29,38,36,39,35,41
Mazharul,Islam,Seychelles,28,44,44,49,46,37,40,24,27,15,33,38
Liam,Alder,South Africa,18,44,28,36,28,18,40,43,41,47,37,44
Blayde,Capell,South Africa,25,44,44,39,46,47,37,24,27,15,33,37
Jade,Smith,South Africa,19,44,43,33,48,49,37,32,29,31,35,39
Anjala,Bandara,Sri Lanka,18,44,44,45,50,36,57,24,27,15,33,37
Akthab,Cader,Sri Lanka,27,44,19,16,20,21,19,44,43,46,37,46
Ron,Chandraguptha,Sri Lanka,27,44,44,41,45,47,38,24,27,15,32,37
Shashika,Dulshan,Sri Lanka,22,44,18,12,17,22,23,44,44,47,38,42
Ruchira,Koshitha,Sri Lanka,21,44,18,12,17,22,27,44,48,41,35,46
Sandun,Mendis,Sri Lanka,21,44,36,37,36,35,40,43,39,50,40,41
Chamindu,Wickramasinghe,Sri Lanka,19,44,34,38,34,30,47,43,46,42,37,40
Prashan,Wickramasinghe,Sri Lanka,30,44,44,48,45,37,56,23,26,15,32,36
Faseeh,Choudary,Sweden,20,44,11,14,6,13,5,44,45,42,37,48
Mecit,Ozturk,Turkey,42,44,22,29,19,21,13,44,41,50,36,39
Shamsullah,Ehsan,Turkey,36,44,21,30,19,15,29,44,47,45,36,41
Kadeem,Alleyne,West Indies,21,44,11,15,7,12,10,44,50,42,36,40
Tafadzwa,Tsiga,Zimbabwe,28,44,44,46,46,40,55,24,26,15,32,37
Imran,Mohammadi,Afghanistan,20,43,34,41,34,26,47,43,41,47,38,37
Abdul Hadi,,Afghanistan,22,43,41,43,45,34,41,42,37,48,39,39
Zia,Ul Haq Essakhail,Afghanistan,22,43,43,38,42,48,43,24,27,15,33,37
Alejandro,Ferguson,Argentina,44,43,42,52,45,34,25,22,25,14,30,34
Travis,Dean,Australia,30,43,43,47,48,33,52,23,26,15,32,36
Lance,Morris,Australia,24,43,15,18,10,14,23,43,40,46,41,49
Shahbaz,Badar,Bahrain,30,43,43,47,46,36,41,24,27,15,33,38
Tenzin,Wangchuk,Bhutan,26,43,20,26,18,16,21,43,39,47,38,46
Sandeep,Nair,Bulgaria,24,43,19,13,18,23,27,43,43,45,39,42
Appolinaire,Mengoumou,Cameroon,18,43,22,32,20,16,21,43,43,45,36,40
Jacob,Bethell,England,18,43,42,38,43,44,46,39,35,43,38,39
Toby,Greatwood,England,20,43,18,12,17,22,26,43,41,48,37,42
Lyndon,James,England,23,43,41,39,43,41,49,41,42,42,37,33
Ilias,Bardis,Greece,40,43,17,24,14,13,24,43,53,37,33,39
Zeeshan,Ali,Hong Kong,33,43,42,49,46,34,37,24,26,15,32,37
Harshit,Rana,India,20,43,34,39,41,22,54,42,41,44,37,45
Prateek,Jain,India,27,43,17,12,17,21,20,43,38,48,38,43
Jay,Gohil,India,21,43,42,25,42,61,16,24,27,15,33,37
Sijomon,Joseph,India,24,43,10,12,5,12,4,43,36,51,39,42
Karkir,Taye,India,26,43,42,40,47,40,44,38,34,39,37,47
Bhanu,Pania,India,25,43,43,39,41,49,41,24,27,15,33,37
Rinsangzela,Hmamte,India,20,43,18,12,17,22,22,43,35,53,39,42
Harsh,Singh,India,26,43,29,35,28,25,21,43,39,47,37,45
Marimuthu,Vikneshwaran,India,29,43,38,37,38,37,43,42,46,40,36,37
Vivrant,Sharma,India,22,43,43,40,44,47,29,31,29,31,35,38
Sujit,Yadav,India,31,43,17,12,16,21,20,43,35,53,37,39
Rory,Anders,Ireland,24,43,26,31,26,21,34,43,43,44,38,38
Mitchell,Thompson,Ireland,20,43,34,45,37,20,54,42,41,43,37,47
Morgan,Topping,Ireland,23,43,43,43,42,44,40,24,27,15,33,37
Naveed,Fakhr,Kuwait,32,43,18,14,19,21,19,43,39,50,38,35
Mthimkhulu,Leporoporo,Lesotho,24,43,23,25,20,25,20,43,45,43,37,44
Jaison,Jerome,Malta,28,43,18,25,14,15,14,43,39,48,40,46
Suhrid,Roy,Malta,21,43,26,34,26,18,31,43,41,46,37,44
Deon,Vosloo,Malta,35,43,43,56,49,26,47,23,26,15,32,36
Last,Emilio,Mozambique,21,43,43,43,44,40,55,25,28,16,34,39
Max,Chu,New Zealand,22,43,42,38,45,42,53,24,27,15,33,37
William,O’Rourke,New Zealand,20,43,41,36,47,39,51,41,34,48,38,46
Ali,Saleem,Norway,42,43,42,42,42,43,49,22,25,14,31,35
Athar,Mahmood,Pakistan,23,43,16,20,13,15,18,43,39,48,38,44
Ayaz,Tasawwar,Pakistan,31,43,42,44,41,42,44,34,27,40,37,36
Irfan,Khan,Pakistan,19,43,42,38,48,38,52,41,46,38,36,40
Nikunj,Ahir,Panama,24,43,24,37,17,21,7,43,39,47,39,47
Sharn,Gomes,Portugal,33,43,42,49,45,35,34,23,26,15,32,37
Zulfiqar,Ali Shah,Portugal,40,43,43,36,43,49,43,22,25,14,30,34
Sukhkaran,Sahi,Romania,31,43,17,12,17,21,14,43,41,46,37,44
Deso,Kalvin,Seychelles,35,43,33,46,32,26,18,42,41,47,37,36
Kaushalkumar,J Patel,Seychelles,48,43,16,25,10,13,8,43,39,49,36,38
Sivakumar,Udhayan,Seychelles,33,43,43,25,44,57,37,24,26,15,32,37
Jerome,Bossr,South Africa,23,43,43,55,49,26,56,24,27,15,33,37
Sintu,Majeza,South Africa,22,43,19,15,19,22,24,43,42,46,37,47
Nqabayomzi,Peter,South Africa,19,43,18,12,17,22,25,43,39,48,38,43
Cebo,Tshiki,South Africa,32,43,43,47,45,37,46,23,26,15,32,36
Kavika,Dilshan,Sri Lanka,22,43,26,29,23,25,32,43,39,47,39,45
Nimesha,Gunasinghe,Sri Lanka,27,43,42,46,42,38,39,32,29,33,36,37
Tharaka,Gunawardhana,Sri Lanka,27,43,18,14,18,21,27,43,38,47,38,45
Amartya,Kaul,Sri Lanka,23,43,43,50,43,38,42,24,27,15,33,37
Sahan,Kosala,Sri Lanka,20,43,43,48,47,32,59,24,27,15,33,37
Suwath,Mendis,Sri Lanka,22,43,30,30,35,22,56,43,40,46,38,44
Dulaj,Samuditha,Sri Lanka,19,43,42,28,46,51,38,38,35,40,36,43
Deshan,Seneviratne,Sri Lanka,19,43,24,27,25,18,40,43,41,47,37,44
Umayanga,Suwaris,Sri Lanka,21,43,23,32,22,17,20,43,40,49,39,38
Chamindu,Wijesinghe,Sri Lanka,21,43,35,34,38,30,51,42,39,47,39,43
Anser,Mehmood,Switzerland,37,43,43,45,44,40,43,23,26,15,32,36
Asad,Mahmood,Switzerland,30,43,43,36,42,51,44,24,27,16,33,38
Clive,Chitumba,Zimbabwe,27,43,31,34,31,26,37,43,43,47,37,30
Matthew,Welch,Zimbabwe,18,43,43,38,45,45,41,24,27,15,33,37
Aphiwe,Mnyanda,South Africa,18,43,13,18,8,12,11,43,35,53,39,42
Akbar,Musazai,Afghanistan,26,42,42,41,41,42,51,24,27,15,32,37
Juma,Gul,Afghanistan,22,42,37,40,35,34,46,41,36,45,40,44
Abdul Hadi,,Afghanistan,19,42,42,48,43,34,49,24,27,15,33,37
George,Hill,England,21,42,37,38,36,36,45,41,39,44,38,40
Gus,Miller,England,20,42,42,28,46,51,30,24,27,15,33,37
Jubaid,Ahamed,France,35,42,42,39,42,42,54,24,27,15,32,37
Anastasios,Manousis,Greece,43,42,40,34,41,46,30,41,40,45,36,33
Ayush,Shukla,Hong Kong,19,42,11,15,7,13,5,42,39,46,38,38
Abhishek,Ahuja,Hungary,36,42,42,46,42,41,31,23,26,15,32,37
Sanjay,Kumar,Hungary,35,42,42,38,47,38,48,23,26,15,32,36
Denish,Das,India,20,42,42,52,43,34,40,24,27,15,33,37
Chabungbam,Ishworjit,India,28,42,42,38,47,38,53,24,26,15,32,37
Uday,Kaul,India,34,42,42,50,44,34,44,23,26,15,31,36
Pankaj,Kumar,India,22,42,42,34,40,50,48,24,27,15,33,37
Manik,Beri,India,28,42,42,42,39,45,36,24,26,15,32,37
Sarbeswar,Mohanty,India,27,42,32,35,32,29,39,41,37,46,38,40
Sameer,Choudhary,India,22,42,24,31,22,17,36,42,41,49,37,27
Abdul Hadi,,India,27,42,18,23,16,16,29,42,39,45,37,44
Somorjit,Salam,India,28,42,41,34,38,52,24,37,34,39,36,46
Trishank,Gupta,India,20,42,17,12,17,22,20,42,34,50,38,46
Yab,Niya,India,27,42,19,30,15,15,17,42,39,46,39,45
Amir,Sharif,Italy,30,42,42,44,44,39,38,24,27,15,32,37
Manpreet,Singh,Italy,37,42,42,48,42,35,46,24,27,15,33,37
Wedage,Malinda,Maldives,30,42,28,27,24,34,25,42,39,46,38,35
Samuel,Mba,Nigeria,19,42,42,53,39,33,43,25,28,16,34,38
Kuruge,Abeyrathna,Norway,31,42,42,49,41,37,45,24,27,16,33,38
Naidoo,Krishna,Seychelles,42,42,27,30,29,26,18,42,40,45,36,40
Vadodariya,Mukesh,Seychelles,38,42,25,16,16,41,10,42,40,45,37,44
Primoz,Pustoslemsek,Slovenia,47,42,23,27,21,22,14,42,43,44,33,40
Ramanjot,Singh,Slovenia,36,42,41,47,41,37,40,34,30,36,35,39
Travis,Ackerman,South Africa,23,42,19,26,17,16,20,42,46,41,36,34
Michael,Copeland,South Africa,20,42,41,44,43,34,55,38,32,42,38,42
Andile,Simelane,South Africa,19,42,35,35,35,34,31,41,34,48,38,46
Asantha,Basnayake,Sri Lanka,35,42,41,40,42,41,47,34,28,40,36,32
Kavindu,Irosh,Sri Lanka,23,42,42,39,42,47,36,24,27,15,33,37
Kavinda,Ishwara,Sri Lanka,20,42,18,12,17,22,23,42,35,50,38,43
Lisula,Lakshan,Sri Lanka,26,42,42,46,43,36,46,24,27,15,32,37
Malinga,Maligaspe,Sri Lanka,36,42,42,46,43,37,47,23,25,15,31,35
Harshajith,Rushan,Sri Lanka,24,42,34,37,36,30,42,41,41,42,37,43
Malindu,Shehan,Sri Lanka,28,42,12,15,8,13,17,42,37,48,38,40
Amoda,Widanapathirana,Sri Lanka,22,42,42,48,43,34,46,27,27,22,34,38
Zafer,Durmaz,Turkey,19,42,12,18,8,13,5,42,31,53,40,39
Chundangapoyil,Rizwan,United Arab Emirates,34,42,41,43,44,40,34,24,27,15,32,37
Sanchit,Sharma,United Arab Emirates,21,42,17,12,17,22,18,42,35,49,38,43
Allan,Chigoma,Zimbabwe,27,42,40,43,46,32,50,39,31,46,38,45
Kudakwashe,Macheka,Zimbabwe,21,42,18,12,17,22,28,42,42,42,36,46
Marshal,Takodza,Zimbabwe,22,42,32,31,32,32,24,42,32,54,40,35
Abdul Hadi,,Afghanistan,20,41,41,43,44,36,48,24,27,15,33,37
Usman,Adil,Afghanistan,27,41,41,54,37,35,32,24,27,15,32,37
Wahidullah,Ali,Afghanistan,22,41,40,44,37,38,51,24,27,15,33,37
Martin,Siri,Argentina,43,41,41,49,44,32,41,22,25,14,30,35
Baxter,Holt,Australia,22,41,41,41,41,40,36,24,27,15,33,37
Julien,Abega,Cameroon,36,41,16,23,14,14,8,41,37,46,37,42
Thomas,Bevan,England,22,41,41,36,40,48,25,24,27,15,33,37
Abdul,Stanikzai,Germany,20,41,41,45,38,39,41,24,27,16,33,38
Sachin,Mandy,Germany,31,41,41,43,41,39,32,24,27,15,33,37
Aslam,Mohammad,Greece,50,41,36,29,36,44,16,40,38,44,35,35
Bishal,Ghosh,India,26,41,40,47,42,34,35,24,27,15,32,37
Nitesh,Hooda,India,23,41,22,21,23,22,29,41,34,47,37,46
Vijay,Jethi,India,27,41,41,34,44,43,42,24,27,15,32,37
Langlonyamba,Meitan Keishangbam,India,24,41,40,51,41,26,54,39,39,39,37,38
B,Lalnunfela,India,20,41,17,12,17,22,15,41,33,48,38,49
Suresh,Vishweshwar,India,25,41,17,12,17,21,21,41,35,47,37,42
Matthew,Humphreys,Ireland,19,41,30,31,31,25,42,40,39,40,37,45
Dominic,Wesonga,Kenya,34,41,31,38,33,23,42,40,40,41,37,43
Louis,Peters,Namibia,19,41,17,12,17,22,19,41,34,47,38,46
Odion,Isesele,Nigeria,21,41,20,14,19,23,33,41,38,44,38,44
Ashir,Qureshi,Pakistan,20,41,10,12,5,12,4,41,38,47,38,35
Marian,Gherasim,Romania,15,41,17,20,13,16,22,41,38,44,40,42
Subhasis,Samal,Rwanda,39,41,41,36,42,45,43,23,26,15,31,36
John,Bangura,Sierra Leone,16,41,41,48,39,37,46,25,28,16,34,39
Khanya,Dilima,South Africa,23,41,17,12,17,22,19,40,43,37,35,47
Leo,Fransisco,Sri Lanka,27,41,41,46,42,35,41,24,27,15,32,37
Santhush,Gunathilake,Sri Lanka,22,41,27,31,26,23,33,41,42,40,37,41
Shabik,Ifthary,Sri Lanka,22,41,41,45,43,36,44,24,27,15,33,37
Devind,Pathmanathan,Sri Lanka,27,41,38,42,39,32,49,40,35,44,38,43
Nimantha,Perera,Sri Lanka,28,41,40,43,42,36,48,36,31,40,37,41
Dilhara,Polgampola,Sri Lanka,22,41,41,46,44,34,35,24,27,15,33,37
Kosala,Ravindu,Sri Lanka,22,41,41,45,44,34,49,24,27,15,33,37
Dimuth,Sandaruwan,Sri Lanka,21,41,40,43,43,36,42,24,27,15,33,37
Adithya,Siriwardana,Sri Lanka,22,41,41,41,43,41,29,24,27,15,33,37
Nimesh,Tharindu,Sri Lanka,23,41,12,18,8,12,11,41,34,48,37,43
Charuka,Wijelath,Sri Lanka,30,41,10,12,5,12,11,41,41,42,36,45
Kemira,Wijenayake,Sri Lanka,20,41,25,36,24,17,27,41,31,50,39,43
